Transaction ID,Mining Time,Total Transaction Time,FraudLabel
1,0.00448298454284668,1.0117077827453613,NON-FRAUDULENT
2,0.002215862274169922,1.005875825881958,NON-FRAUDULENT
3,0.0009100437164306641,1.0020170211791992,NON-FRAUDULENT
4,0.0006792545318603516,1.0072848796844482,NON-FRAUDULENT
5,0.0018668174743652344,1.0029959678649902,NON-FRAUDULENT
6,0.0008120536804199219,1.004934310913086,NON-FRAUDULENT
7,0.008695125579833984,1.0122849941253662,NON-FRAUDULENT
8,0.0023641586303710938,1.0088591575622559,NON-FRAUDULENT
9,0.0018601417541503906,1.0040340423583984,NON-FRAUDULENT
